;LINE;COMP;TYPE;RPM;DIAMETER(IN);PITCH(IN);BLADE(nb);THRUST(LBF);POWER(HP);TORQUE(IN.LBF);Cp;Ct;AREA(m^2);THRUST(N);POWER(W);ANGLE;EFF;N.D
2922;2923.0;177.0;;5000.0;15.0;13.0;3.0;5.78;0.8;10.05;0.1;0.14;0.11;25.721;596.56;0.87;41.79575;75000.0
2923;2924.0;177.0;;6000.0;15.0;13.0;3.0;8.67;2.19;22.98;0.17;0.15;0.11;38.5815;1633.083;0.87;27.266415;90000.0
2924;2925.0;177.0;;7000.0;15.0;13.0;3.0;12.23;4.66;41.97;0.22;0.15;0.11;54.4235;3474.962;0.87;21.069502;105000.0
2925;2926.0;177.0;;8000.0;15.0;13.0;3.0;16.49;8.68;68.39;0.28;0.16;0.11;73.3805;6472.676;0.87;18.237362;120000.0
2926;2927.0;177.0;;9000.0;15.0;13.0;3.0;21.34;14.22;99.54;0.32;0.16;0.11;94.963;10603.854;0.87;15.957691;135000.0
2927;2928.0;177.0;;10000.0;15.0;13.0;3.0;25.42;15.98;100.71;0.26;0.16;0.11;113.119;11916.286;0.87;19.640236;150000.0
2928;2929.0;177.0;;11000.0;15.0;13.0;3.0;29.69;16.86;96.61;0.21;0.15;0.11;132.1205;12572.502;0.87;22.072811;165000.0
2929;2930.0;177.0;;12000.0;15.0;13.0;3.0;34.12;18.61;97.76;0.18;0.15;0.11;151.834;13877.477;0.87;25.751614;180000.0
2930;2931.0;177.0;;13999.0;15.0;13.0;3.0;44.55;15.21;68.48;0.09;0.14;0.11;198.2475;11342.097;0.87;46.43972;209985.0
2931;3024.0;184.0;MR;9000.0;15.0;5.5;2.0;13.19;1.75;12.23;0.04;0.1;0.11;58.6955;1304.975;0.37;63.078312;135000.0
2932;3031.0;185.0;;1000.0;15.0;6.0;2.0;0.15;0.01;0.12;0.03;0.09;0.11;0.6675;7.457;0.4;71.80961;15000.0
2933;3032.0;185.0;;2000.0;15.0;6.0;2.0;0.58;0.02;0.49;0.03;0.09;0.11;2.581;14.914;0.4;71.80961;30000.0
2934;3033.0;185.0;;3000.0;15.0;6.0;2.0;1.32;0.05;1.07;0.03;0.09;0.11;5.874;37.285;0.4;71.80961;45000.0
2935;3034.0;185.0;;4000.0;15.0;6.0;2.0;2.35;0.12;1.88;0.03;0.09;0.11;10.4575;89.484;0.4;71.80961;60000.0
2936;3035.0;185.0;;5000.0;15.0;6.0;2.0;3.71;0.25;3.1;0.03;0.09;0.11;16.5095;186.425;0.4;71.80961;75000.0
2937;3036.0;185.0;;6000.0;15.0;6.0;2.0;5.4;0.45;4.71;0.03;0.09;0.11;24.03;335.565;0.4;71.80961;90000.0
2938;3037.0;185.0;;7000.0;15.0;6.0;2.0;7.44;0.75;6.72;0.04;0.09;0.11;33.108;559.275;0.4;53.85721;105000.0
2939;3038.0;185.0;;8000.0;15.0;6.0;2.0;9.85;1.14;9.01;0.04;0.1;0.11;43.8325;850.098;0.4;63.078312;120000.0
2940;2941.0;178.0;N;10000.0;15.0;13.0;2.0;16.83;12.11;76.34;0.2;0.1;0.11;74.8935;9030.427;0.87;12.615663;150000.0
2941;2942.0;178.0;N;11000.0;15.0;13.0;2.0;19.69;12.83;73.5;0.16;0.1;0.11;87.6205;9567.331;0.87;15.769578;165000.0
2942;2943.0;178.0;N;12000.0;15.0;13.0;2.0;22.92;15.28;80.23;0.14;0.1;0.11;101.994;11394.296;0.87;18.022375;180000.0
2943;2944.0;178.0;N;13000.0;15.0;13.0;2.0;25.7;10.46;50.73;0.08;0.09;0.11;114.365;7800.022;0.87;26.928604;195000.0
2944;2945.0;178.0;N;13999.0;15.0;13.0;2.0;29.56;12.18;54.84;0.07;0.09;0.11;131.542;9082.626;0.87;30.775547;209985.0
2945;2946.0;178.0;N;15000.0;15.0;13.0;2.0;34.23;16.86;70.83;0.08;0.09;0.11;152.3235;12572.502;0.87;26.928604;225000.0
2946;2947.0;179.0;W;1000.0;15.0;13.0;3.0;0.25;0.01;0.35;0.09;0.16;0.11;1.1125;7.457;0.87;56.738457;15000.0
2947;2948.0;179.0;W;2000.0;15.0;13.0;3.0;1.02;0.04;1.4;0.09;0.16;0.11;4.539;29.828;0.87;56.738457;30000.0
2948;2949.0;179.0;W;3000.0;15.0;13.0;3.0;2.28;0.14;2.95;0.09;0.16;0.11;10.146;104.398;0.87;56.738457;45000.0
2949;2950.0;179.0;W;4000.0;15.0;13.0;3.0;4.03;0.31;4.81;0.08;0.16;0.11;17.9335;231.167;0.87;63.830765;60000.0
2950;2951.0;179.0;W;5000.0;15.0;13.0;3.0;6.59;1.11;13.97;0.15;0.16;0.11;29.3255;827.727;0.87;34.043076;75000.0
2951;2952.0;179.0;W;6000.0;15.0;13.0;3.0;9.85;2.71;28.43;0.21;0.17;0.11;43.8325;2020.847;0.87;26.631409;90000.0
2952;2953.0;179.0;W;7000.0;15.0;13.0;3.0;13.85;5.47;49.29;0.26;0.18;0.11;61.6325;4078.979;0.87;23.435568;105000.0
2953;2954.0;179.0;W;8000.0;15.0;13.0;3.0;18.63;9.87;77.75;0.32;0.18;0.11;82.9035;7360.059;0.87;19.041399;120000.0
2954;2955.0;179.0;W;9000.0;15.0;13.0;3.0;22.72;11.28;79.02;0.25;0.17;0.11;101.104;8411.496;0.87;22.370384;135000.0
2955;2956.0;179.0;W;10000.0;15.0;13.0;3.0;27.04;11.84;74.61;0.19;0.17;0.11;120.328;8829.088;0.87;29.434715;150000.0
2956;2957.0;179.0;W;11000.0;15.0;13.0;3.0;31.54;10.9;62.44;0.13;0.16;0.11;140.353;8128.13;0.87;39.28047;165000.0
2957;2958.0;179.0;W;12000.0;15.0;13.0;3.0;36.75;11.82;62.07;0.11;0.16;0.11;163.5375;8814.174;0.87;46.422375;180000.0
2958;3039.0;185.0;;9000.0;15.0;6.0;2.0;12.62;1.59;11.11;0.04;0.1;0.11;56.159;1185.663;0.4;63.078312;135000.0
2959;3055.0;186.0;E;9000.0;15.0;6.0;2.0;11.23;1.5;10.47;0.03;0.09;0.11;49.9735;1118.55;0.4;63.63961;135000.0
2960;3047.0;186.0;E;1000.0;15.0;6.0;2.0;0.13;0.01;0.1;0.03;0.08;0.11;0.5785;7.457;0.4;53.333332;15000.0
2961;3048.0;186.0;E;2000.0;15.0;6.0;2.0;0.52;0.01;0.41;0.03;0.08;0.11;2.314;7.457;0.4;53.333332;30000.0
2962;3049.0;186.0;E;3000.0;15.0;6.0;2.0;1.16;0.04;0.93;0.03;0.08;0.11;5.162;29.828;0.4;53.333332;45000.0
2963;3050.0;186.0;E;4000.0;15.0;6.0;2.0;2.08;0.1;1.61;0.03;0.08;0.11;9.256;74.57;0.4;53.333332;60000.0
2964;3051.0;186.0;E;5000.0;15.0;6.0;2.0;3.26;0.2;2.46;0.03;0.08;0.11;14.507;149.14;0.4;53.333332;75000.0
2965;3052.0;186.0;E;6000.0;15.0;6.0;2.0;4.76;0.37;3.83;0.03;0.08;0.11;21.182;275.909;0.4;53.333332;90000.0
2966;3053.0;186.0;E;7000.0;15.0;6.0;2.0;6.57;0.62;5.59;0.03;0.08;0.11;29.2365;462.334;0.4;53.333332;105000.0
2967;2968.0;180.0;;10000.0;15.0;14.0;2.0;18.5;7.88;49.65;0.13;0.11;0.11;82.325;5876.116;0.93;22.391632;150000.0
2968;2969.0;180.0;;11000.0;15.0;14.0;2.0;21.44;6.02;34.51;0.07;0.11;0.11;95.408;4489.114;0.93;41.584457;165000.0
2969;2970.0;180.0;;12000.0;15.0;14.0;2.0;25.39;8.28;43.48;0.08;0.11;0.11;112.9855;6174.396;0.93;36.386402;180000.0
2970;2971.0;180.0;;13999.0;15.0;14.0;2.0;34.76;14.51;65.34;0.09;0.11;0.11;154.682;10820.107;0.93;32.343468;209985.0
2971;2972.0;180.0;;15000.0;15.0;14.0;2.0;41.0;26.16;109.93;0.13;0.11;0.11;182.45;19507.512;0.93;22.391632;225000.0
2972;3054.0;186.0;E;8000.0;15.0;6.0;2.0;8.71;0.99;7.77;0.03;0.08;0.11;38.7595;738.243;0.4;53.333332;120000.0
2973;3063.0;187.0;;1000.0;15.0;7.0;2.0;0.16;0.01;0.14;0.04;0.1;0.11;0.712;7.457;0.47;63.078312;15000.0
2974;3064.0;187.0;;2000.0;15.0;7.0;2.0;0.64;0.02;0.57;0.04;0.1;0.11;2.848;14.914;0.47;63.078312;30000.0
2975;3065.0;187.0;;3000.0;15.0;7.0;2.0;1.44;0.06;1.25;0.04;0.1;0.11;6.408;44.742;0.47;63.078312;45000.0
2976;3066.0;187.0;;4000.0;15.0;7.0;2.0;2.57;0.14;2.2;0.04;0.1;0.11;11.4365;104.398;0.47;63.078312;60000.0
2977;3067.0;187.0;;5000.0;15.0;7.0;2.0;4.06;0.31;3.92;0.04;0.1;0.11;18.067;231.167;0.47;63.078312;75000.0
2978;3068.0;187.0;;6000.0;15.0;7.0;2.0;5.92;0.6;6.3;0.05;0.1;0.11;26.344;447.42;0.47;50.46265;90000.0
2979;3069.0;187.0;;7000.0;15.0;7.0;2.0;8.18;1.05;9.46;0.05;0.1;0.11;36.401;782.985;0.47;50.46265;105000.0
2980;3070.0;187.0;;8000.0;15.0;7.0;2.0;10.82;1.65;13.02;0.05;0.1;0.11;48.149;1230.405;0.47;50.46265;120000.0
2981;2982.0;181.0;N;10000.0;15.0;14.0;2.0;17.01;12.9;81.3;0.21;0.11;0.11;75.6945;9619.53;0.93;13.861486;150000.0
2982;2983.0;181.0;N;11000.0;15.0;14.0;2.0;19.85;13.6;77.94;0.17;0.1;0.11;88.3325;10141.52;0.93;14.841956;165000.0
2983;2984.0;181.0;N;12000.0;15.0;14.0;2.0;23.09;16.36;85.94;0.16;0.1;0.11;102.7505;12199.652;0.93;15.769578;180000.0
2984;2985.0;181.0;N;13000.0;15.0;14.0;2.0;25.71;10.09;48.93;0.08;0.09;0.11;114.4095;7524.113;0.93;26.928604;195000.0
2985;2986.0;181.0;N;15000.0;15.0;14.0;2.0;34.35;17.63;74.09;0.09;0.09;0.11;152.8575;13146.691;0.93;23.936537;225000.0
2986;3071.0;187.0;;9000.0;15.0;7.0;2.0;13.8;2.21;15.51;0.05;0.11;0.11;61.41;1647.997;0.47;58.218243;135000.0
2987;3078.0;188.0;E;1000.0;15.0;7.0;2.0;0.14;0.01;0.12;0.03;0.09;0.11;0.623;7.457;0.47;63.63961;15000.0
2988;3079.0;188.0;E;2000.0;15.0;7.0;2.0;0.56;0.02;0.48;0.03;0.09;0.11;2.492;14.914;0.47;63.63961;30000.0
2989;3080.0;188.0;E;3000.0;15.0;7.0;2.0;1.27;0.05;1.09;0.03;0.09;0.11;5.6515;37.285;0.47;63.63961;45000.0
2990;3081.0;188.0;E;4000.0;15.0;7.0;2.0;2.27;0.12;1.86;0.03;0.09;0.11;10.1015;89.484;0.47;63.63961;60000.0
2991;3082.0;188.0;E;5000.0;15.0;7.0;2.0;3.56;0.23;2.86;0.03;0.09;0.11;15.842;171.511;0.47;63.63961;75000.0
2992;3083.0;188.0;E;6000.0;15.0;7.0;2.0;5.2;0.45;4.75;0.03;0.09;0.11;23.14;335.565;0.47;63.63961;90000.0
2993;3084.0;188.0;E;7000.0;15.0;7.0;2.0;7.19;0.81;7.3;0.04;0.09;0.11;31.9955;604.017;0.47;47.72971;105000.0
2994;3085.0;188.0;E;8000.0;15.0;7.0;2.0;9.56;1.36;10.68;0.04;0.09;0.11;42.542;1014.152;0.47;47.72971;120000.0
2995;3086.0;188.0;E;9000.0;15.0;7.0;2.0;12.36;2.19;15.31;0.05;0.09;0.11;55.002;1633.083;0.47;38.183765;135000.0
2996;3093.0;189.0;;1000.0;15.0;8.0;2.0;0.17;0.01;0.16;0.04;0.1;0.11;0.7565;7.457;0.53;63.078312;15000.0
2997;3094.0;189.0;;2000.0;15.0;8.0;2.0;0.67;0.02;0.65;0.04;0.1;0.11;2.9815;14.914;0.53;63.078312;30000.0
2998;3095.0;189.0;;3000.0;15.0;8.0;2.0;1.51;0.07;1.41;0.04;0.1;0.11;6.7195;52.199;0.53;63.078312;45000.0
2999;3096.0;189.0;;4000.0;15.0;8.0;2.0;2.7;0.16;2.52;0.04;0.1;0.11;12.015;119.312;0.53;63.078312;60000.0
3000;3097.0;189.0;;5000.0;15.0;8.0;2.0;4.29;0.4;5.04;0.05;0.11;0.11;19.0905;298.28;0.53;58.218243;75000.0
3001;3098.0;189.0;;6000.0;15.0;8.0;2.0;6.27;0.83;8.73;0.06;0.11;0.11;27.9015;618.931;0.53;48.5152;90000.0
3002;3099.0;189.0;;7000.0;15.0;8.0;2.0;8.68;1.55;13.93;0.07;0.11;0.11;38.626;1155.835;0.53;41.584457;105000.0
3003;3100.0;189.0;;8000.0;15.0;8.0;2.0;11.44;2.47;19.48;0.08;0.11;0.11;50.908;1841.879;0.53;36.386402;120000.0
3004;3101.0;189.0;;9000.0;15.0;8.0;2.0;14.37;3.09;21.62;0.07;0.11;0.11;63.9465;2304.213;0.53;41.584457;135000.0
3005;3110.0;190.0;E;4000.0;15.0;8.0;2.0;2.39;0.13;2.1;0.03;0.09;0.11;10.6355;96.941;0.53;63.63961;60000.0
3006;3111.0;190.0;E;5000.0;15.0;8.0;2.0;3.75;0.25;3.2;0.03;0.09;0.11;16.6875;186.425;0.53;63.63961;75000.0
3007;3107.0;190.0;E;1000.0;15.0;8.0;2.0;0.15;0.01;0.14;0.04;0.09;0.11;0.6675;7.457;0.53;47.72971;15000.0
3008;3108.0;190.0;E;2000.0;15.0;8.0;2.0;0.6;0.02;0.55;0.04;0.09;0.11;2.67;14.914;0.53;47.72971;30000.0
3009;3109.0;190.0;E;3000.0;15.0;8.0;2.0;1.35;0.06;1.23;0.04;0.09;0.11;6.0075;44.742;0.53;47.72971;45000.0
3010;3011.0;183.0;W;10000.0;15.0;4.0;2.0;13.19;1.53;9.63;0.03;0.08;0.11;58.6955;1140.921;0.27;60.18022;150000.0
3011;3012.0;183.0;W;11000.0;15.0;4.0;2.0;16.35;2.11;12.06;0.03;0.08;0.11;72.7575;1573.427;0.27;60.18022;165000.0
3012;3013.0;183.0;W;12000.0;15.0;4.0;2.0;20.15;2.88;15.11;0.03;0.09;0.11;89.6675;2147.616;0.27;71.80961;180000.0
3013;3014.0;183.0;W;13000.0;15.0;4.0;2.0;25.69;4.5;21.83;0.03;0.09;0.11;114.3205;3355.65;0.27;71.80961;195000.0
3014;3015.0;183.0;W;13999.0;15.0;4.0;2.0;31.52;6.99;31.46;0.04;0.1;0.11;140.264;5212.443;0.27;63.078312;209985.0
3015;3016.0;183.0;W;15000.0;15.0;4.0;2.0;36.73;9.89;41.57;0.05;0.1;0.11;163.4485;7374.973;0.27;50.46265;225000.0
3016;3112.0;190.0;E;6000.0;15.0;8.0;2.0;5.49;0.56;5.91;0.04;0.09;0.11;24.4305;417.592;0.53;47.72971;90000.0
3017;3113.0;190.0;E;7000.0;15.0;8.0;2.0;7.6;1.08;9.76;0.05;0.1;0.11;33.82;805.356;0.53;44.72136;105000.0
3018;3114.0;190.0;E;8000.0;15.0;8.0;2.0;10.08;1.92;15.1;0.06;0.1;0.11;44.856;1431.744;0.53;37.2678;120000.0
3019;3115.0;190.0;E;9000.0;15.0;8.0;2.0;12.94;3.21;22.5;0.07;0.1;0.11;57.583;2393.697;0.53;31.943829;135000.0
3020;3122.0;191.0;;1000.0;16.5;12.0;2.0;0.21;0.01;0.26;0.04;0.09;0.14;0.9345;7.457;0.73;53.85721;16500.0
3021;3123.0;191.0;;2000.0;16.5;12.0;2.0;0.84;0.03;1.05;0.04;0.09;0.14;3.738;22.371;0.73;53.85721;33000.0
3022;3124.0;191.0;;3000.0;16.5;12.0;2.0;1.89;0.1;2.21;0.04;0.09;0.14;8.4105;74.57;0.73;53.85721;49500.0
3023;3125.0;191.0;;4000.0;16.5;12.0;2.0;3.35;0.23;3.69;0.04;0.09;0.14;14.9075;171.511;0.73;53.85721;66000.0
3024;3025.0;184.0;MR;10000.0;15.0;5.5;2.0;16.49;2.34;14.74;0.04;0.1;0.11;73.3805;1744.938;0.37;63.078312;150000.0
3025;3026.0;184.0;MR;11000.0;15.0;5.5;2.0;20.26;3.05;17.45;0.04;0.1;0.11;90.157;2274.385;0.37;63.078312;165000.0
3026;3027.0;184.0;MR;12000.0;15.0;5.5;2.0;24.66;3.89;20.44;0.04;0.11;0.11;109.737;2900.773;0.37;72.772804;180000.0
3027;3028.0;184.0;MR;13000.0;15.0;5.5;2.0;30.43;5.65;27.38;0.04;0.11;0.11;135.4135;4213.205;0.37;72.772804;195000.0
3028;3029.0;184.0;MR;14000.0;15.0;5.5;2.0;35.54;7.6;34.22;0.05;0.11;0.11;158.153;5667.32;0.37;58.218243;210000.0
3029;3030.0;184.0;MR;15000.0;15.0;5.5;2.0;39.63;9.75;40.97;0.05;0.11;0.11;176.3535;7270.575;0.37;58.218243;225000.0
3030;3126.0;191.0;;5000.0;16.5;12.0;2.0;5.4;0.88;11.1;0.07;0.09;0.14;24.03;656.216;0.73;30.775547;82500.0
3031;3127.0;191.0;;6000.0;16.5;12.0;2.0;7.98;2.18;22.9;0.1;0.09;0.14;35.511;1625.626;0.73;21.542883;99000.0
3032;3128.0;191.0;;7000.0;16.5;12.0;2.0;11.14;4.47;40.28;0.13;0.1;0.14;49.573;3333.279;0.73;19.408712;115500.0
3033;3129.0;191.0;;8000.0;16.5;12.0;2.0;14.82;7.91;62.33;0.16;0.1;0.14;65.949;5898.487;0.73;15.769578;132000.0
3034;3134.0;192.0;W;1000.0;16.5;12.0;2.0;0.25;0.01;0.32;0.05;0.11;0.14;1.1125;7.457;0.73;58.218243;16500.0
3035;3135.0;192.0;W;2000.0;16.5;12.0;2.0;1.0;0.04;1.28;0.05;0.11;0.14;4.45;29.828;0.73;58.218243;33000.0
3036;3136.0;192.0;W;3000.0;16.5;12.0;2.0;2.23;0.12;2.56;0.05;0.1;0.14;9.9235;89.484;0.73;50.46265;49500.0
3037;3137.0;192.0;W;4000.0;16.5;12.0;2.0;4.07;0.47;7.46;0.08;0.11;0.14;18.1115;350.479;0.73;36.386402;66000.0
3038;3138.0;192.0;W;5000.0;16.5;12.0;2.0;6.58;1.39;17.55;0.11;0.11;0.14;29.281;1036.523;0.73;26.462837;82500.0
3039;3040.0;185.0;;10000.0;15.0;6.0;2.0;15.83;2.14;13.47;0.04;0.1;0.11;70.4435;1595.798;0.4;63.078312;150000.0
3040;3041.0;185.0;;11000.0;15.0;6.0;2.0;19.56;2.82;16.15;0.03;0.1;0.11;87.042;2102.874;0.4;84.104416;165000.0
3041;3042.0;185.0;;12000.0;15.0;6.0;2.0;24.21;3.85;20.22;0.04;0.1;0.11;107.7345;2870.945;0.4;63.078312;180000.0
3042;3043.0;185.0;;13000.0;15.0;6.0;2.0;29.41;5.84;28.32;0.04;0.11;0.11;130.8745;4354.888;0.4;72.772804;195000.0
3043;3044.0;185.0;;13999.0;15.0;6.0;2.0;34.2;8.02;36.1;0.05;0.11;0.11;152.19;5980.514;0.4;58.218243;209985.0
3044;3045.0;185.0;;15000.0;15.0;6.0;2.0;38.28;11.85;49.8;0.06;0.11;0.11;170.346;8836.545;0.4;48.5152;225000.0
3045;3046.0;185.0;;16000.0;15.0;6.0;2.0;41.34;13.8;54.34;0.06;0.1;0.11;183.963;10290.66;0.4;42.052208;240000.0
3046;3139.0;192.0;W;6000.0;16.5;12.0;2.0;9.74;3.14;33.04;0.15;0.11;0.14;43.343;2341.498;0.73;19.40608;99000.0
3047;3343.0;208.0;E;9000.0;16.0;4.0;2.0;10.53;1.02;7.14;0.02;0.06;0.13;46.8585;760.614;0.25;51.961525;144000.0
3048;3344.0;208.0;E;10000.0;16.0;4.0;2.0;13.27;1.42;8.97;0.02;0.06;0.13;59.0515;1058.894;0.25;51.961525;160000.0
3049;3140.0;192.0;W;7000.0;16.5;12.0;2.0;13.27;5.08;45.72;0.15;0.11;0.14;59.0515;3788.156;0.73;19.40608;115500.0
3050;3141.0;192.0;W;8000.0;16.5;12.0;2.0;16.78;5.63;44.32;0.11;0.11;0.14;74.671;4198.291;0.73;26.462837;132000.0
3051;3146.0;193.0;;1000.0;16.5;13.0;2.0;0.21;0.01;0.28;0.04;0.09;0.14;0.9345;7.457;0.79;53.85721;16500.0
3052;3147.0;193.0;;2000.0;16.5;13.0;2.0;0.84;0.04;1.11;0.04;0.09;0.14;3.738;29.828;0.79;53.85721;33000.0
3053;3148.0;193.0;;3000.0;16.5;13.0;2.0;1.89;0.11;2.3;0.04;0.09;0.14;8.4105;82.027;0.79;53.85721;49500.0
3054;3149.0;193.0;;4000.0;16.5;13.0;2.0;3.35;0.24;3.83;0.04;0.09;0.14;14.9075;178.968;0.79;53.85721;66000.0
3055;3150.0;193.0;;5000.0;16.5;13.0;2.0;5.43;0.98;12.34;0.08;0.09;0.14;24.1635;730.786;0.79;26.928604;82500.0
3056;3151.0;193.0;;6000.0;16.5;13.0;2.0;8.06;2.47;25.94;0.12;0.09;0.14;35.867;1841.879;0.79;17.952402;99000.0
3057;3152.0;193.0;;7000.0;16.5;13.0;2.0;11.29;5.1;45.94;0.15;0.1;0.14;50.2405;3803.07;0.79;16.820883;115500.0
3058;3153.0;193.0;;8000.0;16.5;13.0;2.0;15.06;9.04;71.23;0.18;0.1;0.14;67.017;6741.128;0.79;14.017403;132000.0
3059;3157.0;194.0;W;1000.0;16.5;13.0;2.0;0.25;0.01;0.33;0.05;0.11;0.14;1.1125;7.457;0.79;58.218243;16500.0
3060;3158.0;194.0;W;2000.0;16.5;13.0;2.0;1.0;0.04;1.33;0.05;0.11;0.14;4.45;29.828;0.79;58.218243;33000.0
3061;3159.0;194.0;W;3000.0;16.5;13.0;2.0;2.23;0.12;2.62;0.05;0.11;0.14;9.9235;89.484;0.79;58.218243;49500.0
3062;3160.0;194.0;W;4000.0;16.5;13.0;2.0;4.1;0.52;8.23;0.08;0.11;0.14;18.245;387.764;0.79;36.386402;66000.0
3063;3161.0;194.0;W;5000.0;16.5;13.0;2.0;6.66;1.59;20.03;0.13;0.11;0.14;29.637;1185.663;0.79;22.391632;82500.0
3064;3162.0;194.0;W;6000.0;16.5;13.0;2.0;9.9;3.63;38.11;0.17;0.12;0.14;44.055;2706.891;0.79;19.510258;99000.0
3065;3163.0;194.0;W;7000.0;16.5;13.0;2.0;13.49;5.84;52.61;0.17;0.12;0.14;60.0305;4354.888;0.79;19.510258;115500.0
3066;3164.0;194.0;W;8000.0;16.5;13.0;2.0;16.97;6.33;49.9;0.13;0.11;0.14;75.5165;4720.281;0.79;22.391632;132000.0
3067;3168.0;195.0;;1000.0;16.5;14.0;2.0;0.21;0.01;0.29;0.05;0.09;0.14;0.9345;7.457;0.85;43.085766;16500.0
3068;3169.0;195.0;;2000.0;16.5;14.0;2.0;0.84;0.04;1.15;0.05;0.09;0.14;3.738;29.828;0.85;43.085766;33000.0
3069;3170.0;195.0;;3000.0;16.5;14.0;2.0;1.89;0.11;2.38;0.04;0.09;0.14;8.4105;82.027;0.85;53.85721;49500.0
3070;3171.0;195.0;;4000.0;16.5;14.0;2.0;3.35;0.25;3.93;0.04;0.09;0.14;14.9075;186.425;0.85;53.85721;66000.0
3071;3072.0;187.0;;10000.0;15.0;7.0;2.0;17.2;2.83;17.83;0.05;0.11;0.11;76.54;2110.331;0.47;58.218243;150000.0
3072;3073.0;187.0;;11000.0;15.0;7.0;2.0;20.96;3.39;19.41;0.04;0.11;0.11;93.272;2527.923;0.47;72.772804;165000.0
3073;3074.0;187.0;;12000.0;15.0;7.0;2.0;25.08;4.28;22.47;0.04;0.11;0.11;111.606;3191.596;0.47;72.772804;180000.0
3074;3075.0;187.0;;13000.0;15.0;7.0;2.0;29.66;6.09;29.55;0.05;0.11;0.11;131.987;4541.313;0.47;58.218243;195000.0
3075;3076.0;187.0;;13999.0;15.0;7.0;2.0;34.3;8.31;37.42;0.05;0.11;0.11;152.635;6196.767;0.47;58.218243;209985.0
3076;3077.0;187.0;;15000.0;15.0;7.0;2.0;38.86;13.87;58.26;0.07;0.11;0.11;172.927;10342.859;0.47;41.584457;225000.0
3077;3172.0;195.0;;5000.0;16.5;14.0;2.0;5.46;1.07;13.52;0.09;0.09;0.14;24.297;797.899;0.85;23.936537;82500.0
3078;3173.0;195.0;;6000.0;16.5;14.0;2.0;8.15;2.75;28.9;0.13;0.1;0.14;36.2675;2050.675;0.85;19.408712;99000.0
3079;3174.0;195.0;;7000.0;16.5;14.0;2.0;11.45;5.73;51.58;0.17;0.1;0.14;50.9525;4272.861;0.85;14.841956;115500.0
3080;3175.0;195.0;;8000.0;16.5;14.0;2.0;15.3;10.15;80.0;0.2;0.1;0.14;68.085;7568.855;0.85;12.615663;132000.0
3081;3180.0;196.0;W;1000.0;16.5;5.0;2.0;0.2;0.01;0.19;0.03;0.09;0.14;0.89;7.457;0.3;71.80961;16500.0
3082;3181.0;196.0;W;2000.0;16.5;5.0;2.0;0.81;0.02;0.74;0.03;0.09;0.14;3.6045;14.914;0.3;71.80961;33000.0
3083;3182.0;196.0;W;3000.0;16.5;5.0;2.0;1.84;0.08;1.59;0.03;0.09;0.14;8.188;59.656;0.3;71.80961;49500.0
3084;3183.0;196.0;W;4000.0;16.5;5.0;2.0;3.29;0.19;2.94;0.03;0.09;0.14;14.6405;141.683;0.3;71.80961;66000.0
3085;3184.0;196.0;W;5000.0;16.5;5.0;2.0;5.2;0.38;4.82;0.03;0.09;0.14;23.14;283.366;0.3;71.80961;82500.0
3086;3185.0;196.0;W;6000.0;16.5;5.0;2.0;7.58;0.69;7.25;0.03;0.09;0.14;33.731;514.533;0.3;71.80961;99000.0
3087;3186.0;196.0;W;7000.0;16.5;5.0;2.0;10.43;1.08;9.71;0.03;0.09;0.14;46.4135;805.356;0.3;71.80961;115500.0
3088;3187.0;196.0;W;8000.0;16.5;5.0;2.0;13.79;1.57;12.33;0.03;0.09;0.14;61.3655;1170.749;0.3;71.80961;132000.0
3089;3194.0;197.0;;1000.0;16.0;10.0;2.0;0.22;0.01;0.26;0.05;0.11;0.13;0.979;7.457;0.63;58.218243;16000.0
3090;3195.0;197.0;;2000.0;16.0;10.0;2.0;0.9;0.03;1.03;0.05;0.11;0.13;4.005;22.371;0.63;58.218243;32000.0
3091;3196.0;197.0;;3000.0;16.0;10.0;2.0;2.02;0.1;2.14;0.04;0.11;0.13;8.989;74.57;0.63;72.772804;48000.0
3092;3197.0;197.0;;4000.0;16.0;10.0;2.0;3.64;0.32;5.01;0.06;0.11;0.13;16.198;238.624;0.63;48.5152;64000.0
3093;3198.0;197.0;;5000.0;16.0;10.0;2.0;5.82;0.86;10.87;0.08;0.11;0.13;25.899;641.302;0.63;36.386402;80000.0
3094;3199.0;197.0;;6000.0;16.0;10.0;2.0;8.54;1.87;19.67;0.1;0.11;0.13;38.003;1394.459;0.63;29.109121;96000.0
3095;3200.0;197.0;;7000.0;16.0;10.0;2.0;11.74;3.3;29.72;0.11;0.11;0.13;52.243;2460.81;0.63;26.462837;112000.0
3096;3201.0;197.0;;8000.0;16.0;10.0;2.0;15.04;3.96;31.19;0.09;0.11;0.13;66.928;2952.972;0.63;32.343468;128000.0
3097;3208.0;198.0;E;2000.0;16.0;10.0;2.0;0.79;0.03;0.86;0.04;0.1;0.13;3.5155;22.371;0.63;55.9017;32000.0
3098;3207.0;198.0;E;1000.0;16.0;10.0;2.0;0.2;0.01;0.21;0.04;0.09;0.13;0.89;7.457;0.63;47.72971;16000.0
3099;3209.0;198.0;E;3000.0;16.0;10.0;2.0;1.78;0.09;1.87;0.04;0.09;0.13;7.921;67.113;0.63;47.72971;48000.0
3100;3210.0;198.0;E;4000.0;16.0;10.0;2.0;3.17;0.2;3.11;0.04;0.09;0.13;14.1065;149.14;0.63;47.72971;64000.0
