LINE;COMP;TYPE;RPM;DIAMETER(IN);PITCH(IN);BLADE(nb);THRUST(LBF);POWER(HP);TORQUE(IN.LBF);Cp;Ct;AREA(m^2);THRUST(N);POWER(W);ANGLE;EFF;N.D
3735;239;NULL;8000;18.1;11;2;23.82;3.46;27.24;0.04;0.11;0.17;105.999;2580.122;0.61;72.77280214;144800
3736;239;NULL;9000;18.1;11;2;30.18;5;34.99;0.04;0.11;0.17;134.301;3728.5;0.61;72.77280214;162900
3737;239;NULL;10000;18.1;11;2;37.37;7.87;49.61;0.05;0.11;0.17;166.2965;5868.659;0.61;58.21824171;181000
3738;239;NULL;11000;18.1;11;2;45.39;12.08;69.21;0.06;0.11;0.17;201.9855;9008.056;0.61;48.51520143;199100
3739;239;NULL;12000;18.1;11;2;54.03;17.72;93.07;0.07;0.11;0.17;240.4335;13213.804;0.61;41.58445837;217200
3930;256;NULL;3000;18;8;2;2.35;0.11;2.36;0.03;0.08;0.16;10.4575;82.027;0.44;60.18022225;54000
3931;256;NULL;4000;18;8;2;4.19;0.25;4;0.03;0.08;0.16;18.6455;186.425;0.44;60.18022225;72000
3932;256;NULL;5000;18;8;2;6.65;0.68;8.57;0.04;0.08;0.16;29.5925;507.076;0.44;45.13516668;90000
3933;256;NULL;6000;18;8;2;9.74;1.5;15.77;0.05;0.08;0.16;43.343;1118.55;0.44;36.10813335;108000
3934;256;NULL;7000;18;8;2;13.46;2.95;26.54;0.06;0.08;0.16;59.897;2199.815;0.44;30.09011112;126000
3943;257;E;4000;18;8;2;4.58;0.3;4.68;0.03;0.09;0.16;20.381;223.71;0.44;63.63961031;72000
3944;257;E;5000;18;8;2;7.27;0.66;8.31;0.03;0.09;0.16;32.3515;492.162;0.44;63.63961031;90000
3747;240;NULL;8000;18.1;12;2;23.1;3.46;27.27;0.04;0.11;0.17;102.795;2580.122;0.66;72.77280214;144800
3748;240;NULL;9000;18.1;12;2;29.25;4.96;34.76;0.04;0.11;0.17;130.1625;3698.672;0.66;72.77280214;162900
3749;240;NULL;10000;18.1;12;2;36.23;8.05;50.7;0.05;0.11;0.17;161.2235;6002.885;0.66;58.21824171;181000
3750;240;NULL;12000;18.1;12;2;52.51;18.07;94.93;0.07;0.11;0.17;233.6695;13474.799;0.66;41.58445837;217200
3940;257;E;1000;18;8;2;0.28;0.01;0.28;0.03;0.08;0.16;1.246;7.457;0.44;53.33333333;18000
3941;257;E;2000;18;8;2;1.13;0.04;1.14;0.03;0.08;0.16;5.0285;29.828;0.44;53.33333333;36000
3942;257;E;3000;18;8;2;2.55;0.12;2.45;0.03;0.08;0.16;11.3475;89.484;0.44;53.33333333;54000
3945;257;E;6000;18;8;2;10.67;1.27;13.33;0.04;0.09;0.16;47.4815;947.039;0.44;47.72970773;108000
3946;257;E;7000;18;8;2;14.8;2.18;19.65;0.04;0.09;0.16;65.86;1625.626;0.44;47.72970773;126000
3952;258;W;1000;18;8;2;0.32;0.01;0.34;0.04;0.09;0.16;1.424;7.457;0.44;53.85720785;18000
3953;258;W;2000;18;8;2;1.27;0.04;1.34;0.03;0.09;0.16;5.6515;29.828;0.44;71.80961047;36000
3758;241;WPN;8000;18.5;10.25;2;24.37;4.52;35.64;0.05;0.1;0.17;108.4465;3370.564;0.55;50.46265044;148000
3759;241;WPN;9000;18.5;10.25;2;30.68;4.95;34.66;0.04;0.1;0.17;136.526;3691.215;0.55;63.07831305;166500
3761;241;WPN;11000;18.5;10.25;2;46.85;13.45;77.05;0.06;0.1;0.17;208.4825;10029.665;0.55;42.0522087;203500
3954;258;W;3000;18;8;2;2.87;0.14;3.04;0.04;0.1;0.16;12.7715;104.398;0.44;63.07831305;54000
3955;258;W;4000;18;8;2;5.17;0.39;6.11;0.04;0.1;0.16;23.0065;290.823;0.44;63.07831305;72000
3956;258;W;5000;18;8;2;8.19;0.84;10.56;0.04;0.1;0.16;36.4455;626.388;0.44;63.07831305;90000
3957;258;W;6000;18;8;2;11.9;1.41;14.79;0.04;0.1;0.16;52.955;1051.437;0.44;63.07831305;108000
3958;258;W;7000;18;8;2;16.34;2.05;18.45;0.04;0.1;0.16;72.713;1528.685;0.44;63.07831305;126000
3964;259;PN;1000;19.5;11.5;2;0.45;0.01;0.58;0.04;0.1;0.19;2.0025;7.457;0.59;63.07831305;19500
3965;259;PN;2000;19.5;11.5;2;1.78;0.07;2.21;0.04;0.1;0.19;7.921;52.199;0.59;63.07831305;39000
3769;242;WPN;8000;18.5;12;2;24.88;5.57;43.86;0.06;0.1;0.17;110.716;4153.549;0.65;42.0522087;148000
3770;242;WPN;9000;18.5;12;2;31.02;5.34;37.42;0.04;0.1;0.17;138.039;3982.038;0.65;63.07831305;166500
3771;242;WPN;10000;18.5;12;2;38.78;9.88;62.28;0.06;0.1;0.17;172.571;7367.516;0.65;42.0522087;185000
3772;242;WPN;12000;18.5;12;2;55.4;20.7;108.75;0.07;0.1;0.17;246.53;15435.99;0.65;36.04475031;222000
3773;242;WPN;13000;18.5;12;2;64.1;21.65;104.97;0.06;0.1;0.17;285.245;16144.405;0.65;42.0522087;240500
3966;259;PN;3000;19.5;11.5;2;4.05;0.3;6.31;0.05;0.1;0.19;18.0225;223.71;0.59;50.46265044;58500
3967;259;PN;4000;19.5;11.5;2;7.4;1.06;16.74;0.07;0.1;0.19;32.93;790.442;0.59;36.04475031;78000
3968;259;PN;5000;19.5;11.5;2;11.83;2.7;34.04;0.1;0.1;0.19;52.6435;2013.39;0.59;25.23132522;97500
3969;259;PN;6000;19.5;11.5;2;16.7;3.68;38.68;0.08;0.1;0.19;74.315;2744.176;0.59;31.53915653;117000
3970;259;PN;7000;19.5;11.5;2;22.21;3.95;35.59;0.05;0.1;0.19;98.8345;2945.515;0.59;50.46265044;136500
3975;260;E;2000;19;10;2;1.52;0.06;1.74;0.03;0.09;0.18;6.764;44.742;0.53;63.63961031;38000
3976;260;E;3000;19;10;2;3.41;0.17;3.67;0.03;0.09;0.18;15.1745;126.769;0.53;63.63961031;57000
3781;243;NULL;8000;18.5;9.5;2;27.03;3.87;30.46;0.04;0.11;0.17;120.2835;2885.859;0.51;72.77280214;148000
3782;243;NULL;9000;18.5;9.5;2;34.67;5.65;39.56;0.04;0.11;0.17;154.2815;4213.205;0.51;72.77280214;166500
3783;243;NULL;10000;18.5;9.5;2;43.24;8.9;56.09;0.05;0.12;0.17;192.418;6636.73;0.51;66.3348767;185000
3784;243;NULL;11000;18.5;9.5;2;52.66;15.22;87.19;0.07;0.12;0.17;234.337;11349.554;0.51;47.38205478;203500
3974;260;E;1000;19;10;2;0.38;0.01;0.44;0.04;0.09;0.18;1.691;7.457;0.53;47.72970773;19000
3977;260;E;4000;19;10;2;6.19;0.55;8.72;0.04;0.09;0.18;27.5455;410.135;0.53;47.72970773;76000
3978;260;E;5000;19;10;2;9.88;1.36;17.18;0.05;0.1;0.18;43.966;1014.152;0.53;44.72135955;95000
3980;260;E;7000;19;10;2;19.67;4.11;36.96;0.06;0.1;0.18;87.5315;3064.827;0.53;37.26779962;133000
3979;260;E;6000;19;10;2;14.51;2.87;30.14;0.07;0.1;0.18;64.5695;2140.159;0.53;31.94382825;114000
3986;261;NULL;1000;19;11;2;0.41;0.01;0.52;0.04;0.1;0.18;1.8245;7.457;0.58;63.07831305;19000
3987;261;NULL;2000;19;11;2;1.64;0.06;1.99;0.04;0.1;0.18;7.298;44.742;0.58;63.07831305;38000
3792;244;NULL;8000;18;10;2;18.6;8.62;67.91;0.11;0.09;0.16;82.77;6427.934;0.56;19.58443922;144000
3793;244;NULL;9000;18;10;2;23.18;10.54;73.8;0.1;0.09;0.16;103.151;7859.678;0.56;21.54288314;162000
3794;244;NULL;10000;18;10;2;28.42;15.17;95.6;0.1;0.09;0.16;126.469;11312.269;0.56;21.54288314;180000
3795;244;NULL;11000;18;10;2;33.64;14.74;84.44;0.07;0.08;0.16;149.698;10991.618;0.56;25.79152382;198000
3796;244;NULL;12000;18;10;2;39.09;14.43;75.78;0.05;0.08;0.16;173.9505;10760.451;0.56;36.10813335;216000
3988;261;NULL;3000;19;11;2;3.72;0.25;5.31;0.05;0.1;0.18;16.554;186.425;0.58;50.46265044;57000
6386;364;E;24000;6;5.5;2;2.82;0.51;1.35;0.06;0.12;0.02;12.549;380.307;0.92;48.98979486;144000
3989;261;NULL;4000;19;11;2;6.78;0.88;13.9;0.07;0.1;0.18;30.171;656.216;0.58;36.04475031;76000
3990;261;NULL;5000;19;11;2;10.83;2.22;27.94;0.09;0.1;0.18;48.1935;1655.454;0.58;28.0348058;95000
3991;261;NULL;6000;19;11;2;15.41;3.31;34.73;0.08;0.1;0.18;68.5745;2468.267;0.58;31.53915653;114000
6422;365;E;24000;6;6;2;2.82;0.53;1.4;0.06;0.12;0.02;12.549;395.221;1;48.98979486;144000
3992;261;NULL;7000;19;11;2;20.55;3.76;33.84;0.06;0.1;0.18;91.4475;2803.832;0.58;42.0522087;133000
3996;262;E;1000;18;12;2;0.39;0.01;0.51;0.04;0.09;0.16;1.7355;7.457;0.67;47.72970773;18000
3997;262;E;2000;18;12;2;1.57;0.06;1.99;0.04;0.09;0.16;6.9865;44.742;0.67;47.72970773;36000
3998;262;E;3000;18;12;2;3.51;0.19;4.07;0.04;0.09;0.16;15.6195;141.683;0.67;47.72970773;54000
3999;262;E;4000;18;12;2;6.41;0.76;11.97;0.06;0.1;0.16;28.5245;566.732;0.67;37.26779962;72000
4000;262;E;5000;18;12;2;10.28;2.06;25.98;0.08;0.1;0.16;45.746;1536.142;0.67;27.95084972;90000
4002;262;E;7000;18;12;2;20.28;6.11;55.01;0.09;0.1;0.16;90.246;4556.227;0.67;24.84519975;126000
4001;262;E;6000;18;12;2;15.15;4.54;47.7;0.11;0.1;0.16;67.4175;3385.478;0.67;20.3278907;108000
4007;263;WE;1000;19;12;2;0.43;0.01;0.56;0.04;0.1;0.18;1.9135;7.457;0.63;63.07831305;19000
4008;263;WE;2000;19;12;2;1.7;0.07;2.17;0.04;0.1;0.18;7.565;52.199;0.63;63.07831305;38000
4009;263;WE;3000;19;12;2;3.83;0.24;5.1;0.05;0.1;0.18;17.0435;178.968;0.63;50.46265044;57000
4010;263;WE;4000;19;12;2;7.03;0.92;14.47;0.07;0.11;0.18;31.2835;686.044;0.63;41.58445837;76000
4011;263;WE;5000;19;12;2;11.26;2.38;30.04;0.1;0.11;0.18;50.107;1774.766;0.63;29.10912086;95000
3816;246;PN;8000;18;10;2;21.09;5.65;44.54;0.07;0.1;0.16;93.8505;4213.205;0.56;36.04475031;144000
3817;246;PN;9000;18;10;2;26.35;6.08;42.57;0.05;0.1;0.16;117.2575;4533.856;0.56;50.46265044;162000
3818;246;PN;10000;18;10;2;32.33;6.82;42.97;0.04;0.1;0.16;143.8685;5085.674;0.56;63.07831305;180000
3819;246;PN;11000;18;10;2;39.52;11.26;64.53;0.06;0.1;0.16;175.864;8396.582;0.56;42.0522087;198000
4012;263;WE;6000;19;12;2;16.3;4.35;45.69;0.1;0.11;0.18;72.535;3243.795;0.63;29.10912086;114000
4013;263;WE;7000;19;12;2;21.64;5.18;46.61;0.08;0.11;0.18;96.298;3862.726;0.63;36.38640107;133000
4019;264;NULL;1000;19;14;2;0.35;0.01;0.52;0.04;0.08;0.18;1.5575;7.457;0.74;45.13516668;19000
4020;264;NULL;2000;19;14;2;1.41;0.07;2.08;0.04;0.08;0.18;6.2745;52.199;0.74;45.13516668;38000
4021;264;NULL;3000;19;14;2;3.16;0.19;4.09;0.04;0.08;0.18;14.062;141.683;0.74;45.13516668;57000
4022;264;NULL;4000;19;14;2;5.75;0.76;12.03;0.06;0.09;0.18;25.5875;566.732;0.74;35.90480524;76000
4023;264;NULL;5000;19;14;2;9.34;2.51;31.57;0.1;0.09;0.18;41.563;1871.707;0.74;21.54288314;95000
3827;247;NULL;8000;18;11;2;20.5;5.35;42.14;0.07;0.1;0.16;91.225;3989.495;0.61;36.04475031;144000
3828;247;NULL;9000;18;11;2;25.35;4.89;34.23;0.04;0.09;0.16;112.8075;3646.473;0.61;53.85720785;162000
3829;247;NULL;10000;18;11;2;31.25;7.36;46.38;0.05;0.09;0.16;139.0625;5488.352;0.61;43.08576628;180000
4024;264;NULL;6000;19;14;2;13.92;5.96;62.63;0.14;0.09;0.18;61.944;4444.372;0.74;15.38777367;114000
4025;264;NULL;7000;19;14;2;19.34;11.26;101.41;0.16;0.1;0.18;86.063;8396.582;0.74;15.76957826;133000
4031;265;NULL;1000;19;16;2;0.35;0.01;0.56;0.04;0.09;0.18;1.5575;7.457;0.84;53.85720785;19000
4032;265;NULL;2000;19;16;2;1.41;0.07;2.26;0.05;0.09;0.18;6.2745;52.199;0.84;43.08576628;38000
4033;265;NULL;3000;19;16;2;3.16;0.21;4.36;0.04;0.08;0.18;14.062;156.597;0.84;45.13516668;57000
4034;265;NULL;4000;19;16;2;5.79;0.88;13.88;0.07;0.09;0.18;25.7655;656.216;0.84;30.77554735;76000
4035;265;NULL;5000;19;16;2;9.49;3.01;37.97;0.12;0.09;0.18;42.2305;2244.557;0.84;17.95240262;95000
3837;248;WPN;8000;18;11;2;22.78;4.97;39.14;0.06;0.11;0.16;101.371;3706.129;0.61;48.51520143;144000
3838;248;WPN;9000;18;11;2;28.38;4.66;32.6;0.04;0.1;0.16;126.291;3474.962;0.61;63.07831305;162000
3839;248;WPN;10000;18;11;2;35.3;6.69;42.17;0.04;0.11;0.16;157.085;4988.733;0.61;72.77280214;180000
3840;248;WPN;11000;18;11;2;43.13;11.8;67.61;0.06;0.11;0.16;191.9285;8799.26;0.61;48.51520143;198000
3841;248;WPN;12000;18;11;2;50.92;16.89;88.68;0.06;0.11;0.16;226.594;12594.873;0.61;48.51520143;216000
3842;248;WPN;13000;18;11;2;58.87;23.04;111.72;0.07;0.1;0.16;261.9715;17180.928;0.61;36.04475031;234000
4036;265;NULL;6000;19;16;2;14.24;7.25;76.19;0.17;0.1;0.18;63.368;5406.325;0.84;14.84195601;114000
4037;265;NULL;7000;19;16;2;19.87;13.73;123.62;0.2;0.1;0.18;88.4215;10238.461;0.84;12.61566261;133000
4047;266;E;6000;19;8;2;12.83;1.5;15.78;0.03;0.09;0.18;57.0935;1118.55;0.42;63.63961031;114000
4048;266;E;7000;19;8;2;17.7;2.29;20.64;0.03;0.09;0.18;78.765;1707.653;0.42;63.63961031;133000
4042;266;E;1000;19;8;2;0.34;0.01;0.35;0.03;0.08;0.18;1.513;7.457;0.42;53.33333333;19000
4043;266;E;2000;19;8;2;1.36;0.04;1.39;0.03;0.08;0.18;6.052;29.828;0.42;53.33333333;38000
4044;266;E;3000;19;8;2;3.06;0.14;2.99;0.03;0.08;0.18;13.617;104.398;0.42;53.33333333;57000
3850;249;NULL;8000;18;12;2;19.3;11.85;93.39;0.15;0.09;0.16;85.885;8836.545;0.67;14.36192209;144000
3851;249;NULL;9000;18;12;2;23.83;14.14;98.99;0.13;0.09;0.16;106.0435;10544.198;0.67;16.57144857;162000
3852;249;NULL;10000;18;12;2;29.07;20.28;127.83;0.13;0.09;0.16;129.3615;15122.796;0.67;16.57144857;180000
3853;249;NULL;12000;18;12;2;39.38;16.2;85.09;0.06;0.08;0.16;175.241;12080.34;0.67;30.09011112;216000
4045;266;E;4000;19;8;2;5.51;0.37;5.89;0.03;0.08;0.18;24.5195;275.909;0.42;53.33333333;76000
4046;266;E;5000;19;8;2;8.75;0.8;10.1;0.03;0.08;0.18;38.9375;596.56;0.42;53.33333333;95000
4054;267;W;1000;19;8;2;0.38;0.01;0.42;0.03;0.09;0.18;1.691;7.457;0.42;71.80961047;19000
4055;267;W;3000;19;8;2;3.47;0.18;3.86;0.03;0.09;0.18;15.4415;134.226;0.42;71.80961047;57000
4056;267;W;4000;19;8;2;6.24;0.48;7.49;0.04;0.09;0.18;27.768;357.936;0.42;53.85720785;76000
4057;267;W;5000;19;8;2;9.86;0.97;12.27;0.04;0.1;0.18;43.877;723.329;0.42;63.07831305;95000
4058;267;W;6000;19;8;2;14.33;1.57;16.44;0.04;0.1;0.18;63.7685;1170.749;0.42;63.07831305;114000
3861;250;NULL;8000;18;12;2;21.48;7.55;59.47;0.1;0.1;0.16;95.586;5630.035;0.67;25.23132522;144000
3862;250;NULL;9000;18;12;2;26.51;7.87;55.13;0.07;0.1;0.16;117.9695;5868.659;0.67;36.04475031;162000
3863;250;NULL;10000;18;12;2;31.89;6.59;41.51;0.04;0.1;0.16;141.9105;4914.163;0.67;63.07831305;180000
3864;250;NULL;11000;18;12;2;38.79;11.73;67.23;0.06;0.1;0.16;172.6155;8747.061;0.67;42.0522087;198000
3865;250;NULL;13000;18;12;2;54.67;25.64;124.32;0.08;0.1;0.16;243.2815;19119.748;0.67;31.53915653;234000
4059;267;W;7000;19;8;2;19.76;2.33;20.96;0.03;0.1;0.18;87.932;1737.481;0.42;84.1044174;133000
4064;268;PN;1000;20.5;10.5;2;0.54;0.01;0.7;0.04;0.1;0.21;2.403;7.457;0.51;63.07831305;20500
4065;268;PN;2000;20.5;10.5;2;2.16;0.08;2.66;0.04;0.1;0.21;9.612;59.656;0.51;63.07831305;41000
4066;268;PN;3000;20.5;10.5;2;4.95;0.37;7.71;0.05;0.1;0.21;22.0275;275.909;0.51;50.46265044;61500
4067;268;PN;4000;20.5;10.5;2;8.99;1.13;17.83;0.06;0.1;0.21;40.0055;842.641;0.51;42.0522087;82000
4068;268;PN;5000;20.5;10.5;2;14.16;2.28;28.68;0.06;0.1;0.21;63.012;1700.196;0.51;42.0522087;102500
4069;268;PN;6000;20.5;10.5;2;20.15;3.04;31.97;0.05;0.1;0.21;89.6675;2266.928;0.51;50.46265044;123000
3873;251;WE;8000;18;12;2;22.78;6.09;47.94;0.08;0.11;0.16;101.371;4541.313;0.67;36.38640107;144000
3874;251;WE;9000;18;12;2;28.11;5.56;38.91;0.05;0.1;0.16;125.0895;4146.092;0.67;50.46265044;162000
3875;251;WE;10000;18;12;2;34.5;6.62;41.74;0.04;0.1;0.16;153.525;4936.534;0.67;63.07831305;180000
3876;251;WE;11000;18;12;2;42.13;12.88;73.8;0.06;0.1;0.16;187.4785;9604.616;0.67;42.0522087;198000
3877;251;WE;12000;18;12;2;50.03;16.66;87.49;0.06;0.1;0.16;222.6335;12423.362;0.67;42.0522087;216000
4075;269;WPN;1000;20.5;10.5;2;0.54;0.01;0.67;0.04;0.1;0.21;2.403;7.457;0.51;63.07831305;20500
4076;269;WPN;2000;20.5;10.5;2;2.15;0.08;2.54;0.03;0.1;0.21;9.5675;59.656;0.51;84.1044174;41000
4077;269;WPN;3000;20.5;10.5;2;4.91;0.34;7.18;0.04;0.1;0.21;21.8495;253.538;0.51;63.07831305;61500
4078;269;WPN;4000;20.5;10.5;2;8.92;1.03;16.26;0.06;0.1;0.21;39.694;768.071;0.51;42.0522087;82000
4079;269;WPN;5000;20.5;10.5;2;14.11;2.09;26.3;0.06;0.1;0.21;62.7895;1558.513;0.51;42.0522087;102500
4080;269;WPN;6000;20.5;10.5;2;20.25;2.84;29.86;0.05;0.1;0.21;90.1125;2117.788;0.51;50.46265044;123000
4086;270;PN;1000;20.5;10;2;0.52;0.01;0.66;0.04;0.09;0.21;2.314;7.457;0.49;53.85720785;20500
3885;252;NULL;8000;18;14;2;19.94;15.08;118.83;0.19;0.09;0.16;88.733;11245.156;0.78;11.33835955;144000
3886;252;NULL;9000;18;14;2;24.43;17.72;124.09;0.16;0.09;0.16;108.7135;13213.804;0.78;13.46430196;162000
3887;252;NULL;10000;18;14;2;29.64;24.37;153.59;0.16;0.09;0.16;131.898;18172.709;0.78;13.46430196;180000
3888;252;NULL;12000;18;14;2;39.59;17.96;94.35;0.07;0.08;0.16;176.1755;13392.772;0.78;25.79152382;216000
4087;270;PN;2000;20.5;10;2;2.1;0.08;2.49;0.03;0.09;0.21;9.345;59.656;0.49;71.80961047;41000
4088;270;PN;3000;20.5;10;2;4.81;0.34;7.19;0.04;0.09;0.21;21.4045;253.538;0.49;53.85720785;61500
4089;270;PN;4000;20.5;10;2;8.74;1.04;16.44;0.06;0.1;0.21;38.893;775.528;0.49;42.0522087;82000
4090;270;PN;5000;20.5;10;2;13.79;2.07;26.14;0.06;0.1;0.21;61.3655;1543.599;0.49;42.0522087;102500
4091;270;PN;6000;20.5;10;2;19.76;2.8;29.45;0.04;0.1;0.21;87.932;2087.96;0.49;63.07831305;123000
4096;271;WE;1000;20.5;12;2;0.61;0.01;0.85;0.05;0.11;0.21;2.7145;7.457;0.59;58.21824171;20500
4097;271;WE;2000;20.5;12;2;2.45;0.1;3.18;0.04;0.11;0.21;10.9025;74.57;0.59;72.77280214;41000
3896;253;NULL;8000;18;16;2;20.67;18.63;146.77;0.24;0.1;0.16;91.9815;13892.391;0.89;10.51305218;144000
3897;253;NULL;9000;18;16;2;25.11;21.53;150.79;0.19;0.09;0.16;111.7395;16054.921;0.89;11.33835955;162000
3898;253;NULL;10000;18;16;2;30.52;31.69;199.73;0.21;0.09;0.16;135.814;23631.233;0.89;10.25851578;180000
3899;253;NULL;11000;18;16;2;34.42;20.69;118.56;0.1;0.09;0.16;153.169;15428.533;0.89;21.54288314;198000
3900;253;NULL;12000;18;16;2;39.25;14.77;77.55;0.06;0.08;0.16;174.6625;11013.989;0.89;30.09011112;216000
3901;253;NULL;13000;18;16;2;46.23;19.76;95.8;0.06;0.08;0.16;205.7235;14735.032;0.89;30.09011112;234000
4098;271;WE;3000;20.5;12;2;5.62;0.47;9.88;0.06;0.11;0.21;25.009;350.479;0.59;48.51520143;61500
4099;271;WE;4000;20.5;12;2;10.23;1.44;22.75;0.08;0.11;0.21;45.5235;1073.808;0.59;36.38640107;82000
4100;271;WE;5000;20.5;12;2;15.93;2.59;32.66;0.07;0.11;0.21;70.8885;1931.363;0.59;41.58445837;102500
4101;271;WE;6000;20.5;12;2;22.58;3.29;34.51;0.05;0.11;0.21;100.481;2453.353;0.59;58.21824171;123000
4107;272;EPN;1000;20.5;13.5;2;0.53;0.01;0.76;0.04;0.09;0.21;2.3585;7.457;0.66;53.85720785;20500
4108;272;EPN;2000;20.5;13.5;2;2.12;0.09;2.87;0.04;0.09;0.21;9.434;67.113;0.66;53.85720785;41000
4109;272;EPN;3000;20.5;13.5;2;4.83;0.39;8.21;0.05;0.1;0.21;21.4935;290.823;0.66;50.46265044;61500
3909;254;MR;8000;18;5.5;2;19.05;2.14;16.89;0.03;0.09;0.16;84.7725;1595.798;0.31;71.80961047;144000
3910;254;MR;9000;18;5.5;2;24.65;3.13;21.95;0.03;0.09;0.16;109.6925;2334.041;0.31;71.80961047;162000
3911;254;MR;10000;18;5.5;2;31.37;4.49;28.33;0.03;0.09;0.16;139.5965;3348.193;0.31;71.80961047;180000
3912;254;MR;11000;18;5.5;2;40.51;6.83;39.14;0.03;0.1;0.16;180.2695;5093.131;0.31;84.1044174;198000
3913;254;MR;12000;18;5.5;2;50.43;10.36;54.39;0.04;0.1;0.16;224.4135;7725.452;0.31;63.07831305;216000
3914;254;MR;13000;18;5.5;2;58.42;14.1;68.38;0.04;0.1;0.16;259.969;10514.37;0.31;63.07831305;234000
4110;272;EPN;4000;20.5;13.5;2;8.85;1.48;23.28;0.08;0.1;0.21;39.3825;1103.636;0.66;31.53915653;82000
4111;272;EPN;5000;20.5;13.5;2;14.2;3.88;48.89;0.11;0.1;0.21;63.19;2893.316;0.66;22.93756838;102500
4112;272;EPN;6000;20.5;13.5;2;20.1;5.56;58.41;0.09;0.1;0.21;89.445;4146.092;0.66;28.0348058;123000
4118;273;E;1000;20.5;14;2;0.52;0.01;0.74;0.04;0.09;0.21;2.314;7.457;0.68;47.72970773;20500
4119;273;E;2000;20.5;14;2;2.06;0.09;2.83;0.04;0.09;0.21;9.167;67.113;0.68;47.72970773;41000
4120;273;E;3000;20.5;14;2;4.68;0.36;7.64;0.05;0.09;0.21;20.826;268.452;0.68;38.18376618;61500
4121;273;E;4000;20.5;14;2;8.61;1.51;23.76;0.08;0.1;0.21;38.3145;1126.007;0.68;27.95084972;82000
3922;255;W;8000;18;6;2;17.87;2.02;15.94;0.03;0.08;0.16;79.5215;1506.314;0.33;60.18022225;144000
3923;255;W;9000;18;6;2;23.24;3;21;0.03;0.09;0.16;103.418;2237.1;0.33;71.80961047;162000
3924;255;W;10000;18;6;2;30.01;4.44;28.01;0.03;0.09;0.16;133.5445;3310.908;0.33;71.80961047;180000
3925;255;W;11000;18;6;2;39.14;7.53;43.15;0.04;0.1;0.16;174.173;5615.121;0.33;63.07831305;198000
3926;255;W;12000;18;6;2;47.58;11.37;59.72;0.04;0.1;0.16;211.731;8478.609;0.33;63.07831305;216000
3927;255;W;13000;18;6;2;54.77;15.84;76.79;0.05;0.1;0.16;243.7265;11811.888;0.33;50.46265044;234000
4123;273;E;6000;20.5;14;2;19.79;6.59;69.25;0.1;0.1;0.21;88.0655;4914.163;0.68;22.36067977;123000
4122;273;E;5000;20.5;14;2;13.84;4.06;51.19;0.11;0.1;0.21;61.588;3027.542;0.68;20.3278907;102500
4128;274;EPN;1000;20.5;14;2;0.52;0.01;0.74;0.04;0.09;0.21;2.314;7.457;0.68;53.85720785;20500
4129;274;EPN;2000;20.5;14;2;2.06;0.09;2.81;0.04;0.09;0.21;9.167;67.113;0.68;53.85720785;41000
4130;274;EPN;3000;20.5;14;2;4.67;0.36;7.56;0.05;0.09;0.21;20.7815;268.452;0.68;43.08576628;61500
4131;274;EPN;4000;20.5;14;2;8.59;1.48;23.3;0.08;0.1;0.21;38.2255;1103.636;0.68;31.53915653;82000
4132;274;EPN;5000;20.5;14;2;13.8;3.98;50.19;0.11;0.1;0.21;61.41;2967.886;0.68;22.93756838;102500
3935;256;NULL;8000;18;8;2;17.85;5.4;42.56;0.07;0.08;0.16;79.4325;4026.78;0.44;25.79152382;144000
3936;256;NULL;9000;18;8;2;22.47;7.01;49.08;0.06;0.08;0.16;99.9915;5227.357;0.44;30.09011112;162000
3937;256;NULL;10000;18;8;2;27.78;10.03;63.22;0.07;0.08;0.16;123.621;7479.371;0.44;25.79152382;180000
3938;256;NULL;11000;18;8;2;33.22;10.81;61.96;0.05;0.08;0.16;147.829;8061.017;0.44;36.10813335;198000
3939;256;NULL;12000;18;8;2;38.52;10.45;54.88;0.04;0.08;0.16;171.414;7792.565;0.44;45.13516668;216000
4133;274;EPN;6000;20.5;14;2;19.74;6.47;67.93;0.1;0.1;0.21;87.843;4824.679;0.68;25.23132522;123000
4138;275;E;1000;20.5;20.5;2;0.57;0.02;1.03;0.05;0.1;0.21;2.5365;14.914;1;44.72135955;20500
4139;275;E;2000;20.5;20.5;2;2.26;0.12;3.67;0.05;0.1;0.21;10.057;89.484;1;44.72135955;41000
4140;275;E;3000;20.5;20.5;2;5.29;0.74;15.44;0.09;0.1;0.21;23.5405;551.818;1;24.84519975;61500
4143;275;E;6000;20.5;20.5;2;22.27;9.92;104.19;0.15;0.11;0.21;99.1015;7397.344;1;17.19819112;123000
4141;275;E;4000;20.5;20.5;2;10.07;3.26;51.4;0.17;0.11;0.21;44.8115;2430.982;1;15.17487452;82000
4142;275;E;5000;20.5;20.5;2;16.62;8.93;112.55;0.23;0.11;0.21;73.959;6659.101;1;11.2162116;102500
4146;276;NULL;1000;20.5;10;2;0.41;0.01;0.5;0.03;0.08;0.21;1.8245;7.457;0.49;60.18022225;20500
4147;276;NULL;2000;20.5;10;2;1.62;0.06;2.01;0.03;0.08;0.21;7.209;44.742;0.49;60.18022225;41000
4148;276;NULL;3000;20.5;10;2;3.64;0.2;4.13;0.03;0.08;0.21;16.198;149.14;0.49;60.18022225;61500
4149;276;NULL;4000;20.5;10;2;6.59;0.69;10.92;0.04;0.08;0.21;29.3255;514.533;0.49;45.13516668;82000
