LINE;COMP;TYPE;RPM;DIAMETER(IN);PITCH(IN);BLADE(nb);THRUST(LBF);POWER(HP);TORQUE(IN.LBF);Cp;Ct;AREA(m^2);THRUST(N);POWER(W);ANGLE;EFF;N.D
7694;413;N;22000;8.75;8.25;2;9.28;10.96;31.41;0.25;0.1;0.04;41.296;8172.872;0.94;10.09253009;192500
7695;413;N;23000;8.75;8.25;2;9.97;10.2;27.96;0.2;0.1;0.04;44.3665;7606.14;0.94;12.61566261;201250
7696;413;N;25000;8.75;8.25;2;12.15;15.65;39.44;0.24;0.1;0.04;54.0675;11670.205;0.94;10.51305218;218750
7697;413;N;26000;8.75;8.25;2;13.51;20.96;50.8;0.29;0.11;0.04;60.1195;15629.872;0.94;10.03762788;227500
7841;420;W;1000;8.75;8.75;2;0.02;0.01;0.01;0.05;0.09;0.04;0.089;7.457;1;43.08576628;8750
7842;420;W;2000;8.75;8.75;2;0.07;0.01;0.06;0.05;0.09;0.04;0.3115;7.457;1;43.08576628;17500
7843;420;W;3000;8.75;8.75;2;0.15;0.01;0.13;0.05;0.09;0.04;0.6675;7.457;1;43.08576628;26250
7844;420;W;4000;8.75;8.75;2;0.27;0.01;0.22;0.05;0.09;0.04;1.2015;7.457;1;43.08576628;35000
7845;420;W;5000;8.75;8.75;2;0.42;0.03;0.35;0.05;0.09;0.04;1.869;22.371;1;43.08576628;43750
7846;420;W;6000;8.75;8.75;2;0.61;0.05;0.51;0.05;0.09;0.04;2.7145;37.285;1;43.08576628;52500
7847;420;W;7000;8.75;8.75;2;0.82;0.08;0.69;0.05;0.09;0.04;3.649;59.656;1;43.08576628;61250
7848;420;W;8000;8.75;8.75;2;1.08;0.12;0.91;0.05;0.09;0.04;4.806;89.484;1;43.08576628;70000
7849;420;W;9000;8.75;8.75;2;1.36;0.17;1.16;0.05;0.09;0.04;6.052;126.769;1;43.08576628;78750
7850;420;W;10000;8.75;8.75;2;1.68;0.22;1.39;0.05;0.09;0.04;7.476;164.054;1;43.08576628;87500
7851;420;W;11000;8.75;8.75;2;2.03;0.28;1.62;0.05;0.09;0.04;9.0335;208.796;1;43.08576628;96250
7852;420;W;12000;8.75;8.75;2;2.41;0.35;1.86;0.05;0.09;0.04;10.7245;260.995;1;43.08576628;105000
7853;420;W;13000;8.75;8.75;2;2.83;0.44;2.11;0.05;0.09;0.04;12.5935;328.108;1;43.08576628;113750
7854;420;W;13999;8.75;8.75;2;3.28;0.53;2.37;0.05;0.09;0.04;14.596;395.221;1;43.08576628;122491.25
7855;420;W;15000;8.75;8.75;2;3.76;0.63;2.64;0.05;0.09;0.04;16.732;469.791;1;43.08576628;131250
7713;414;NN;16000;8.75;8.25;2;4.11;0.74;2.93;0.04;0.09;0.04;18.2895;551.818;0.94;53.85720785;140000
7714;414;NN;17000;8.75;8.25;2;4.73;1.33;4.92;0.07;0.09;0.04;21.0485;991.781;0.94;30.77554735;148750
7715;414;NN;18000;8.75;8.25;2;5.4;2.11;7.38;0.09;0.09;0.04;24.03;1573.427;0.94;23.93653682;157500
7716;414;NN;19000;8.75;8.25;2;6.14;3.17;10.53;0.11;0.09;0.04;27.323;2363.869;0.94;19.58443922;166250
7717;414;NN;20000;8.75;8.25;2;6.97;4.87;15.34;0.15;0.09;0.04;31.0165;3631.559;0.94;14.36192209;175000
7718;414;NN;21000;8.75;8.25;2;8.05;8.97;26.93;0.23;0.1;0.04;35.8225;6688.929;0.94;10.9701414;183750
7719;414;NN;22000;8.75;8.25;2;9.05;11.68;33.47;0.27;0.1;0.04;40.2725;8709.776;0.94;9.344935267;192500
7720;414;NN;23000;8.75;8.25;2;10.15;14.77;40.46;0.29;0.1;0.04;45.1675;11013.989;0.94;8.700456972;201250
7721;414;NN;24000;8.75;8.25;2;10.81;13.65;35.85;0.24;0.1;0.04;48.1045;10178.805;0.94;10.51305218;210000
7722;414;NN;25000;8.75;8.25;2;12.51;21.38;53.9;0.33;0.11;0.04;55.6695;15943.066;0.94;8.820945714;218750
7864;421;NN;1000;8.75;9;2;0.02;0.01;0.01;0.05;0.09;0.04;0.089;7.457;1.03;43.08576628;8750
7865;421;NN;2000;8.75;9;2;0.06;0.01;0.05;0.05;0.09;0.04;0.267;7.457;1.03;43.08576628;17500
7866;421;NN;3000;8.75;9;2;0.14;0.01;0.12;0.05;0.09;0.04;0.623;7.457;1.03;43.08576628;26250
7867;421;NN;4000;8.75;9;2;0.26;0.01;0.22;0.05;0.09;0.04;1.157;7.457;1.03;43.08576628;35000
7868;421;NN;5000;8.75;9;2;0.4;0.03;0.34;0.05;0.09;0.04;1.78;22.371;1.03;43.08576628;43750
7869;421;NN;6000;8.75;9;2;0.58;0.05;0.49;0.05;0.09;0.04;2.581;37.285;1.03;43.08576628;52500
7870;421;NN;7000;8.75;9;2;0.79;0.07;0.67;0.05;0.09;0.04;3.5155;52.199;1.03;43.08576628;61250
7871;421;NN;8000;8.75;9;2;1.03;0.11;0.88;0.05;0.09;0.04;4.5835;82.027;1.03;43.08576628;70000
7872;421;NN;9000;8.75;9;2;1.31;0.16;1.12;0.05;0.09;0.04;5.8295;119.312;1.03;43.08576628;78750
7873;421;NN;10000;8.75;9;2;1.62;0.22;1.35;0.05;0.09;0.04;7.209;164.054;1.03;43.08576628;87500
7874;421;NN;11000;8.75;9;2;1.95;0.27;1.57;0.05;0.09;0.04;8.6775;201.339;1.03;43.08576628;96250
7875;421;NN;12000;8.75;9;2;2.32;0.34;1.8;0.05;0.09;0.04;10.324;253.538;1.03;43.08576628;105000
7876;421;NN;13000;8.75;9;2;2.72;0.42;2.04;0.05;0.09;0.04;12.104;313.194;1.03;43.08576628;113750
7877;421;NN;13999;8.75;9;2;3.15;0.51;2.29;0.04;0.09;0.04;14.0175;380.307;1.03;53.85720785;122491.25
7878;421;NN;15000;8.75;9;2;3.61;0.61;2.54;0.04;0.09;0.04;16.0645;454.877;1.03;53.85720785;131250
7738;415;W;16000;8.75;8.25;2;4.3;0.88;3.45;0.05;0.09;0.04;19.135;656.216;0.94;43.08576628;140000
7739;415;W;17000;8.75;8.25;2;4.94;1.49;5.51;0.07;0.09;0.04;21.983;1111.093;0.94;30.77554735;148750
7740;415;W;18000;8.75;8.25;2;5.64;2.31;8.07;0.1;0.09;0.04;25.098;1722.567;0.94;21.54288314;157500
7741;415;W;19000;8.75;8.25;2;6.41;3.43;11.39;0.12;0.09;0.04;28.5245;2557.751;0.94;17.95240262;166250
7742;415;W;20000;8.75;8.25;2;7.3;5.54;17.46;0.17;0.1;0.04;32.485;4131.178;0.94;14.84195601;175000
7743;415;W;21000;8.75;8.25;2;8.36;8.99;26.97;0.24;0.1;0.04;37.202;6703.843;0.94;10.51305218;183750
7744;415;W;22000;8.75;8.25;2;9.46;12.48;35.77;0.28;0.1;0.04;42.097;9306.336;0.94;9.011187579;192500
7745;415;W;23000;8.75;8.25;2;10.56;15.4;42.2;0.31;0.11;0.04;46.992;11483.78;0.94;9.390038986;201250
7746;415;W;24000;8.75;8.25;2;11.15;13.42;35.24;0.24;0.1;0.04;49.6175;10007.294;0.94;10.51305218;210000
7747;415;W;25000;8.75;8.25;2;13.02;22.59;56.94;0.35;0.11;0.04;57.939;16845.363;0.94;8.316891673;218750
7886;422;W;1000;8.75;9;2;0.02;0.01;0.01;0.05;0.09;0.04;0.089;7.457;1.03;43.08576628;8750
7887;422;W;2000;8.75;9;2;0.07;0.01;0.06;0.05;0.09;0.04;0.3115;7.457;1.03;43.08576628;17500
7888;422;W;3000;8.75;9;2;0.15;0.01;0.13;0.05;0.09;0.04;0.6675;7.457;1.03;43.08576628;26250
7889;422;W;4000;8.75;9;2;0.27;0.01;0.23;0.05;0.09;0.04;1.2015;7.457;1.03;43.08576628;35000
7890;422;W;5000;8.75;9;2;0.42;0.03;0.35;0.05;0.09;0.04;1.869;22.371;1.03;43.08576628;43750
7891;422;W;6000;8.75;9;2;0.61;0.05;0.51;0.05;0.09;0.04;2.7145;37.285;1.03;43.08576628;52500
7892;422;W;7000;8.75;9;2;0.82;0.08;0.7;0.05;0.09;0.04;3.649;59.656;1.03;43.08576628;61250
7893;422;W;8000;8.75;9;2;1.08;0.12;0.92;0.06;0.09;0.04;4.806;89.484;1.03;35.90480524;70000
7894;422;W;9000;8.75;9;2;1.36;0.17;1.17;0.06;0.09;0.04;6.052;126.769;1.03;35.90480524;78750
7895;422;W;10000;8.75;9;2;1.68;0.22;1.4;0.05;0.09;0.04;7.476;164.054;1.03;43.08576628;87500
7896;422;W;11000;8.75;9;2;2.03;0.28;1.63;0.05;0.09;0.04;9.0335;208.796;1.03;43.08576628;96250
7897;422;W;12000;8.75;9;2;2.41;0.36;1.87;0.05;0.09;0.04;10.7245;268.452;1.03;43.08576628;105000
7898;422;W;13000;8.75;9;2;2.83;0.44;2.13;0.05;0.09;0.04;12.5935;328.108;1.03;43.08576628;113750
7899;422;W;13999;8.75;9;2;3.28;0.53;2.39;0.05;0.09;0.04;14.596;395.221;1.03;43.08576628;122491.25
7900;422;W;15000;8.75;9;2;3.76;0.63;2.65;0.05;0.09;0.04;16.732;469.791;1.03;43.08576628;131250
7763;416;SN;16000;8.75;8.5;2;4.81;1.67;6.6;0.1;0.1;0.04;21.4045;1245.319;0.97;25.23132522;140000
7764;416;SN;17000;8.75;8.5;2;5.55;2.54;9.43;0.13;0.1;0.04;24.6975;1894.078;0.97;19.40871171;148750
7765;416;SN;18000;8.75;8.5;2;6.36;3.68;12.88;0.15;0.11;0.04;28.302;2744.176;0.97;19.40608057;157500
7766;416;SN;19000;8.75;8.5;2;7.24;5.22;17.33;0.18;0.11;0.04;32.218;3892.554;0.97;16.17173381;166250
7767;416;SN;20000;8.75;8.5;2;8.29;7.96;25.09;0.24;0.11;0.04;36.8905;5935.772;0.97;12.12880036;175000
7768;416;SN;21000;8.75;8.5;2;9.6;13;39.03;0.34;0.12;0.04;42.72;9694.1;0.97;9.755128926;183750
7769;416;SN;22000;8.75;8.5;2;10.85;16.88;48.37;0.38;0.12;0.04;48.2825;12587.416;0.97;8.72827325;192500
7770;416;SN;23000;8.75;8.5;2;12.39;22.65;62.06;0.45;0.13;0.04;55.1355;16890.105;0.97;8.310795121;201250
7909;423;NN;1000;8.75;9.25;2;0.02;0.01;0.01;0.05;0.09;0.04;0.089;7.457;1.06;43.08576628;8750
7910;423;NN;2000;8.75;9.25;2;0.06;0.01;0.05;0.05;0.09;0.04;0.267;7.457;1.06;43.08576628;17500
7911;423;NN;3000;8.75;9.25;2;0.14;0.01;0.12;0.05;0.09;0.04;0.623;7.457;1.06;43.08576628;26250
7912;423;NN;4000;8.75;9.25;2;0.26;0.01;0.22;0.05;0.09;0.04;1.157;7.457;1.06;43.08576628;35000
7913;423;NN;5000;8.75;9.25;2;0.4;0.03;0.34;0.05;0.09;0.04;1.78;22.371;1.06;43.08576628;43750
7914;423;NN;6000;8.75;9.25;2;0.58;0.05;0.49;0.05;0.09;0.04;2.581;37.285;1.06;43.08576628;52500
7915;423;NN;7000;8.75;9.25;2;0.79;0.08;0.67;0.05;0.09;0.04;3.5155;59.656;1.06;43.08576628;61250
7916;423;NN;8000;8.75;9.25;2;1.03;0.11;0.88;0.05;0.09;0.04;4.5835;82.027;1.06;43.08576628;70000
7917;423;NN;9000;8.75;9.25;2;1.3;0.16;1.12;0.05;0.09;0.04;5.785;119.312;1.06;43.08576628;78750
7918;423;NN;10000;8.75;9.25;2;1.6;0.22;1.36;0.05;0.09;0.04;7.12;164.054;1.06;43.08576628;87500
7919;423;NN;11000;8.75;9.25;2;1.94;0.28;1.58;0.05;0.09;0.04;8.633;208.796;1.06;43.08576628;96250
7920;423;NN;12000;8.75;9.25;2;2.3;0.34;1.8;0.05;0.09;0.04;10.235;253.538;1.06;43.08576628;105000
7921;423;NN;13000;8.75;9.25;2;2.7;0.42;2.04;0.05;0.09;0.04;12.015;313.194;1.06;43.08576628;113750
7922;423;NN;13999;8.75;9.25;2;3.12;0.51;2.29;0.04;0.09;0.04;13.884;380.307;1.06;53.85720785;122491.25
7785;417;NN;16000;8.75;8.5;2;4.11;0.75;2.97;0.04;0.09;0.04;18.2895;559.275;0.97;53.85720785;140000
7786;417;NN;17000;8.75;8.5;2;4.73;1.36;5.04;0.07;0.09;0.04;21.0485;1014.152;0.97;30.77554735;148750
7787;417;NN;18000;8.75;8.5;2;5.41;2.17;7.59;0.09;0.09;0.04;24.0745;1618.169;0.97;23.93653682;157500
7788;417;NN;19000;8.75;8.5;2;6.15;3.27;10.85;0.12;0.09;0.04;27.3675;2438.439;0.97;17.95240262;166250
7789;417;NN;20000;8.75;8.5;2;6.99;5.03;15.84;0.15;0.09;0.04;31.1055;3750.871;0.97;14.36192209;175000
7790;417;NN;21000;8.75;8.5;2;8.09;9.28;27.86;0.24;0.1;0.04;36.0005;6920.096;0.97;10.51305218;183750
7791;417;NN;22000;8.75;8.5;2;9.11;12.2;34.95;0.28;0.1;0.04;40.5395;9097.54;0.97;9.011187579;192500
7792;417;NN;23000;8.75;8.5;2;10.22;15.3;41.92;0.3;0.1;0.04;45.479;11409.21;0.97;8.41044174;201250
7793;417;NN;24000;8.75;8.5;2;10.81;13.56;35.61;0.24;0.1;0.04;48.1045;10111.692;0.97;10.51305218;210000
7923;423;NN;15000;8.75;9.25;2;3.58;0.6;2.54;0.04;0.09;0.04;15.931;447.42;1.06;53.85720785;131250
7933;424;W;1000;8.75;9.25;2;0.02;0.01;0.01;0.06;0.09;0.04;0.089;7.457;1.06;35.90480524;8750
7934;424;W;2000;8.75;9.25;2;0.07;0.01;0.06;0.06;0.09;0.04;0.3115;7.457;1.06;35.90480524;17500
7935;424;W;3000;8.75;9.25;2;0.15;0.01;0.13;0.06;0.09;0.04;0.6675;7.457;1.06;35.90480524;26250
7936;424;W;4000;8.75;9.25;2;0.27;0.02;0.23;0.06;0.09;0.04;1.2015;14.914;1.06;35.90480524;35000
7937;424;W;5000;8.75;9.25;2;0.42;0.03;0.36;0.06;0.09;0.04;1.869;22.371;1.06;35.90480524;43750
7938;424;W;6000;8.75;9.25;2;0.61;0.05;0.52;0.06;0.09;0.04;2.7145;37.285;1.06;35.90480524;52500
7939;424;W;7000;8.75;9.25;2;0.82;0.08;0.71;0.06;0.09;0.04;3.649;59.656;1.06;35.90480524;61250
7940;424;W;8000;8.75;9.25;2;1.08;0.12;0.93;0.06;0.09;0.04;4.806;89.484;1.06;35.90480524;70000
7941;424;W;9000;8.75;9.25;2;1.37;0.17;1.19;0.06;0.09;0.04;6.0965;126.769;1.06;35.90480524;78750
7942;424;W;10000;8.75;9.25;2;1.68;0.23;1.43;0.05;0.09;0.04;7.476;171.511;1.06;43.08576628;87500
7943;424;W;11000;8.75;9.25;2;2.03;0.29;1.66;0.05;0.09;0.04;9.0335;216.253;1.06;43.08576628;96250
7944;424;W;12000;8.75;9.25;2;2.41;0.36;1.9;0.05;0.09;0.04;10.7245;268.452;1.06;43.08576628;105000
7945;424;W;13000;8.75;9.25;2;2.83;0.44;2.16;0.05;0.09;0.04;12.5935;328.108;1.06;43.08576628;113750
7946;424;W;13999;8.75;9.25;2;3.28;0.54;2.42;0.05;0.09;0.04;14.596;402.678;1.06;43.08576628;122491.25
7809;418;W;16000;8.75;8.5;2;4.3;0.89;3.51;0.05;0.09;0.04;19.135;663.673;0.97;43.08576628;140000
7810;418;W;17000;8.75;8.5;2;4.95;1.53;5.66;0.08;0.09;0.04;22.0275;1140.921;0.97;26.92860393;148750
7811;418;W;18000;8.75;8.5;2;5.65;2.38;8.32;0.1;0.09;0.04;25.1425;1774.766;0.97;21.54288314;157500
7812;418;W;19000;8.75;8.5;2;6.42;3.55;11.77;0.13;0.1;0.04;28.569;2647.235;0.97;19.40871171;166250
7813;418;W;20000;8.75;8.5;2;7.33;5.74;18.08;0.17;0.1;0.04;32.6185;4280.318;0.97;14.84195601;175000
7814;418;W;21000;8.75;8.5;2;8.41;9.43;28.31;0.25;0.1;0.04;37.4245;7031.951;0.97;10.09253009;183750
7815;418;W;22000;8.75;8.5;2;9.53;13.07;37.44;0.3;0.11;0.04;42.4085;9746.299;0.97;9.703040285;192500
7816;418;W;23000;8.75;8.5;2;10.65;16.08;44.05;0.32;0.11;0.04;47.3925;11990.856;0.97;9.096600268;201250
7817;418;W;25000;8.75;8.5;2;12.99;22.02;55.52;0.34;0.11;0.04;57.8055;16420.314;0.97;8.561506134;218750
7947;424;W;15000;8.75;9.25;2;3.76;0.64;2.69;0.05;0.09;0.04;16.732;477.248;1.06;43.08576628;131250
7956;425;NN;1000;8.75;9.5;2;0.02;0.01;0.01;0.05;0.09;0.04;0.089;7.457;1.09;43.08576628;8750
7957;425;NN;2000;8.75;9.5;2;0.06;0.01;0.06;0.05;0.09;0.04;0.267;7.457;1.09;43.08576628;17500
7958;425;NN;3000;8.75;9.5;2;0.14;0.01;0.12;0.05;0.09;0.04;0.623;7.457;1.09;43.08576628;26250
7959;425;NN;4000;8.75;9.5;2;0.26;0.01;0.22;0.05;0.09;0.04;1.157;7.457;1.09;43.08576628;35000
7960;425;NN;5000;8.75;9.5;2;0.4;0.03;0.35;0.05;0.09;0.04;1.78;22.371;1.09;43.08576628;43750
7961;425;NN;6000;8.75;9.5;2;0.58;0.05;0.5;0.05;0.09;0.04;2.581;37.285;1.09;43.08576628;52500
7962;425;NN;7000;8.75;9.5;2;0.79;0.08;0.69;0.05;0.09;0.04;3.5155;59.656;1.09;43.08576628;61250
7963;425;NN;8000;8.75;9.5;2;1.03;0.11;0.9;0.05;0.09;0.04;4.5835;82.027;1.09;43.08576628;70000
7964;425;NN;9000;8.75;9.5;2;1.3;0.16;1.14;0.05;0.09;0.04;5.785;119.312;1.09;43.08576628;78750
7965;425;NN;10000;8.75;9.5;2;1.61;0.22;1.38;0.05;0.09;0.04;7.1645;164.054;1.09;43.08576628;87500
7966;425;NN;11000;8.75;9.5;2;1.94;0.28;1.61;0.05;0.09;0.04;8.633;208.796;1.09;43.08576628;96250
7967;425;NN;12000;8.75;9.5;2;2.3;0.35;1.84;0.05;0.09;0.04;10.235;260.995;1.09;43.08576628;105000
7968;425;NN;13000;8.75;9.5;2;2.7;0.43;2.08;0.05;0.09;0.04;12.015;320.651;1.09;43.08576628;113750
7969;425;NN;13999;8.75;9.5;2;3.12;0.52;2.33;0.05;0.09;0.04;13.884;387.764;1.09;43.08576628;122491.25
7833;419;NN;16000;8.75;8.75;2;4.11;0.76;2.99;0.05;0.09;0.04;18.2895;566.732;1;43.08576628;140000
7834;419;NN;17000;8.75;8.75;2;4.73;1.37;5.08;0.07;0.09;0.04;21.0485;1021.609;1;30.77554735;148750
7835;419;NN;18000;8.75;8.75;2;5.41;2.19;7.66;0.09;0.09;0.04;24.0745;1633.083;1;23.93653682;157500
7836;419;NN;19000;8.75;8.75;2;6.15;3.3;10.96;0.12;0.09;0.04;27.3675;2460.81;1;17.95240262;166250
7837;419;NN;20000;8.75;8.75;2;6.99;5.1;16.08;0.15;0.09;0.04;31.1055;3803.07;1;14.36192209;175000
7838;419;NN;21000;8.75;8.75;2;8.09;9.47;28.42;0.25;0.1;0.04;36.0005;7061.779;1;10.09253009;183750
7839;419;NN;22000;8.75;8.75;2;9.12;12.39;35.48;0.28;0.1;0.04;40.584;9239.223;1;9.011187579;192500
7840;419;NN;23000;8.75;8.75;2;10.23;15.5;42.48;0.31;0.1;0.04;45.5235;11558.35;1;8.139137168;201250
7970;425;NN;15000;8.75;9.5;2;3.58;0.61;2.58;0.04;0.09;0.04;15.931;454.877;1.09;53.85720785;131250
7979;426;NULL;1000;8.8;8.5;2;0.02;0.01;0.01;0.05;0.09;0.04;0.089;7.457;0.97;43.08576628;8800
7980;426;NULL;2000;8.8;8.5;2;0.07;0.01;0.06;0.05;0.09;0.04;0.3115;7.457;0.97;43.08576628;17600
7981;426;NULL;3000;8.8;8.5;2;0.16;0.01;0.13;0.05;0.09;0.04;0.712;7.457;0.97;43.08576628;26400
7982;426;NULL;4000;8.8;8.5;2;0.28;0.01;0.23;0.05;0.09;0.04;1.246;7.457;0.97;43.08576628;35200
7983;426;NULL;5000;8.8;8.5;2;0.43;0.03;0.36;0.05;0.09;0.04;1.9135;22.371;0.97;43.08576628;44000
7984;426;NULL;6000;8.8;8.5;2;0.62;0.05;0.51;0.05;0.09;0.04;2.759;37.285;0.97;43.08576628;52800
7985;426;NULL;7000;8.8;8.5;2;0.84;0.08;0.7;0.05;0.09;0.04;3.738;59.656;0.97;43.08576628;61600
7986;426;NULL;8000;8.8;8.5;2;1.1;0.12;0.92;0.05;0.09;0.04;4.895;89.484;0.97;43.08576628;70400
7987;426;NULL;9000;8.8;8.5;2;1.4;0.17;1.17;0.05;0.09;0.04;6.23;126.769;0.97;43.08576628;79200
7988;426;NULL;10000;8.8;8.5;2;1.72;0.22;1.4;0.05;0.09;0.04;7.654;164.054;0.97;43.08576628;88000
7989;426;NULL;11000;8.8;8.5;2;2.08;0.28;1.63;0.05;0.09;0.04;9.256;208.796;0.97;43.08576628;96800
7990;426;NULL;12000;8.8;8.5;2;2.47;0.36;1.88;0.05;0.09;0.04;10.9915;268.452;0.97;43.08576628;105600
7991;426;NULL;13000;8.8;8.5;2;2.9;0.44;2.13;0.05;0.09;0.04;12.905;328.108;0.97;43.08576628;114400
7992;426;NULL;13999;8.8;8.5;2;3.35;0.53;2.4;0.05;0.09;0.04;14.9075;395.221;0.97;43.08576628;123191.2
7856;420;W;16000;8.75;8.75;2;4.31;0.91;3.58;0.05;0.09;0.04;19.1795;678.587;1;43.08576628;140000
7857;420;W;17000;8.75;8.75;2;4.96;1.57;5.8;0.08;0.09;0.04;22.072;1170.749;1;26.92860393;148750
7858;420;W;18000;8.75;8.75;2;5.66;2.44;8.56;0.1;0.09;0.04;25.187;1819.508;1;21.54288314;157500
7859;420;W;19000;8.75;8.75;2;6.44;3.66;12.15;0.13;0.1;0.04;28.658;2729.262;1;19.40871171;166250
7860;420;W;20000;8.75;8.75;2;7.36;5.95;18.76;0.18;0.1;0.04;32.752;4436.915;1;14.0174029;175000
7861;420;W;21000;8.75;8.75;2;8.44;9.58;28.74;0.25;0.1;0.04;37.558;7143.806;1;10.09253009;183750
7862;420;W;23000;8.75;8.75;2;10.73;16.62;45.53;0.33;0.11;0.04;47.7485;12393.534;1;8.820945714;201250
7863;420;W;25000;8.75;8.75;2;13.09;22.68;57.17;0.35;0.11;0.04;58.2505;16912.476;1;8.316891673;218750
7993;426;NULL;15000;8.8;8.5;2;3.85;0.63;2.67;0.05;0.09;0.04;17.1325;469.791;0.97;43.08576628;132000
8001;427;NULL;2000;8.8;8.75;2;0.07;0.01;0.06;0.05;0.09;0.04;0.3115;7.457;0.99;43.08576628;17600
8002;427;NULL;3000;8.8;8.75;2;0.16;0.01;0.13;0.05;0.09;0.04;0.712;7.457;0.99;43.08576628;26400
8003;427;NULL;4000;8.8;8.75;2;0.28;0.02;0.23;0.05;0.09;0.04;1.246;14.914;0.99;43.08576628;35200
8004;427;NULL;5000;8.8;8.75;2;0.43;0.03;0.36;0.05;0.09;0.04;1.9135;22.371;0.99;43.08576628;44000
8005;427;NULL;6000;8.8;8.75;2;0.62;0.05;0.52;0.05;0.09;0.04;2.759;37.285;0.99;43.08576628;52800
8006;427;NULL;7000;8.8;8.75;2;0.85;0.08;0.71;0.06;0.09;0.04;3.7825;59.656;0.99;35.90480524;61600
8007;427;NULL;8000;8.8;8.75;2;1.11;0.12;0.93;0.06;0.09;0.04;4.9395;89.484;0.99;35.90480524;70400
8008;427;NULL;9000;8.8;8.75;2;1.4;0.17;1.19;0.06;0.09;0.04;6.23;126.769;0.99;35.90480524;79200
8009;427;NULL;10000;8.8;8.75;2;1.73;0.22;1.42;0.05;0.09;0.04;7.6985;164.054;0.99;43.08576628;88000
8010;427;NULL;11000;8.8;8.75;2;2.09;0.29;1.65;0.05;0.09;0.04;9.3005;216.253;0.99;43.08576628;96800
8011;427;NULL;12000;8.8;8.75;2;2.48;0.36;1.9;0.05;0.09;0.04;11.036;268.452;0.99;43.08576628;105600
8012;427;NULL;13000;8.8;8.75;2;2.91;0.44;2.14;0.05;0.09;0.04;12.9495;328.108;0.99;43.08576628;114400
8013;427;NULL;13999;8.8;8.75;2;3.37;0.53;2.4;0.05;0.09;0.04;14.9965;395.221;0.99;43.08576628;123191.2
8014;427;NULL;15000;8.8;8.75;2;3.87;0.63;2.67;0.05;0.09;0.04;17.2215;469.791;0.99;43.08576628;132000
7879;421;NN;16000;8.75;9;2;4.11;0.77;3.04;0.05;0.09;0.04;18.2895;574.189;1.03;43.08576628;140000
7880;421;NN;17000;8.75;9;2;4.74;1.4;5.2;0.07;0.09;0.04;21.093;1043.98;1.03;30.77554735;148750
7881;421;NN;18000;8.75;9;2;5.42;2.25;7.87;0.09;0.09;0.04;24.119;1677.825;1.03;23.93653682;157500
7882;421;NN;19000;8.75;9;2;6.16;3.4;11.27;0.12;0.09;0.04;27.412;2535.38;1.03;17.95240262;166250
7883;421;NN;20000;8.75;9;2;7.01;5.26;16.57;0.16;0.09;0.04;31.1945;3922.382;1.03;13.46430196;175000
7884;421;NN;23000;8.75;9;2;10.27;15.73;43.1;0.31;0.1;0.04;45.7015;11729.861;1.03;8.139137168;201250
7885;421;NN;24000;8.75;9;2;10.89;14.32;37.62;0.25;0.1;0.04;48.4605;10678.424;1.03;10.09253009;210000
8022;428;NULL;4000;8.8;8.9;2;0.28;0.01;0.23;0.05;0.09;0.04;1.246;7.457;1.01;43.08576628;35200
8023;428;NULL;5000;8.8;8.9;2;0.43;0.03;0.36;0.05;0.09;0.04;1.9135;22.371;1.01;43.08576628;44000
8024;428;NULL;6000;8.8;8.9;2;0.62;0.05;0.52;0.05;0.09;0.04;2.759;37.285;1.01;43.08576628;52800
8025;428;NULL;7000;8.8;8.9;2;0.85;0.08;0.7;0.05;0.09;0.04;3.7825;59.656;1.01;43.08576628;61600
8026;428;NULL;8000;8.8;8.9;2;1.11;0.12;0.92;0.05;0.09;0.04;4.9395;89.484;1.01;43.08576628;70400
8027;428;NULL;9000;8.8;8.9;2;1.4;0.17;1.18;0.06;0.09;0.04;6.23;126.769;1.01;35.90480524;79200
8028;428;NULL;10000;8.8;8.9;2;1.73;0.22;1.42;0.05;0.09;0.04;7.6985;164.054;1.01;43.08576628;88000
8029;428;NULL;11000;8.8;8.9;2;2.09;0.29;1.66;0.05;0.09;0.04;9.3005;216.253;1.01;43.08576628;96800
8030;428;NULL;12000;8.8;8.9;2;2.48;0.36;1.91;0.05;0.09;0.04;11.036;268.452;1.01;43.08576628;105600
8031;428;NULL;13000;8.8;8.9;2;2.9;0.45;2.17;0.05;0.09;0.04;12.905;335.565;1.01;43.08576628;114400
8032;428;NULL;13999;8.8;8.9;2;3.36;0.54;2.44;0.05;0.09;0.04;14.952;402.678;1.01;43.08576628;123191.2
8041;429;NULL;1000;8.8;9;2;0.02;0.01;0.02;0.06;0.09;0.04;0.089;7.457;1.02;35.90480524;8800
8042;429;NULL;2000;8.8;9;2;0.07;0.01;0.06;0.06;0.09;0.04;0.3115;7.457;1.02;35.90480524;17600
8043;429;NULL;3000;8.8;9;2;0.16;0.01;0.13;0.06;0.09;0.04;0.712;7.457;1.02;35.90480524;26400
8044;429;NULL;4000;8.8;9;2;0.28;0.02;0.24;0.06;0.09;0.04;1.246;14.914;1.02;35.90480524;35200
7901;422;W;16000;8.75;9;2;4.3;0.92;3.6;0.05;0.09;0.04;19.135;686.044;1.03;43.08576628;140000
7902;422;W;17000;8.75;9;2;4.96;1.58;5.86;0.08;0.09;0.04;22.072;1178.206;1.03;26.92860393;148750
7903;422;W;18000;8.75;9;2;5.67;2.46;8.63;0.1;0.09;0.04;25.2315;1834.422;1.03;21.54288314;157500
